?cls	?xref
<http://purl.obolibrary.org/obo/MONDO_0005626>	"NCIT:C3709"
<http://purl.obolibrary.org/obo/MONDO_0021094>	"SCTID:234532001"
<http://purl.obolibrary.org/obo/MONDO_0021094>	"UMLS:C0021051"
<http://purl.obolibrary.org/obo/MONDO_0021094>	"ICD9:279.3"
<http://purl.obolibrary.org/obo/MONDO_0021094>	"NCIT:C3131"
<http://purl.obolibrary.org/obo/MONDO_0021094>	"OMIMPS:300755"
<http://purl.obolibrary.org/obo/MONDO_0002658>	"NCIT:C4554"
<http://purl.obolibrary.org/obo/MONDO_0002658>	"EFO:1000996"
<http://purl.obolibrary.org/obo/MONDO_0002658>	"UMLS:C0346372"
<http://purl.obolibrary.org/obo/MONDO_0002658>	"DOID:3478"
<http://purl.obolibrary.org/obo/MONDO_0002658>	"SCTID:188264002"
<http://purl.obolibrary.org/obo/MONDO_0005027>	"ICD10CM:G40"
<http://purl.obolibrary.org/obo/MONDO_0005027>	"DOID:1826"
<http://purl.obolibrary.org/obo/MONDO_0005027>	"ICD10WHO:G40"
<http://purl.obolibrary.org/obo/MONDO_0005027>	"ICD9:345.9"
<http://purl.obolibrary.org/obo/MONDO_0005027>	"SCTID:84757009"
<http://purl.obolibrary.org/obo/MONDO_0005027>	"ICD9:345.90"
<http://purl.obolibrary.org/obo/MONDO_0005027>	"MESH:D004827"
<http://purl.obolibrary.org/obo/MONDO_0005027>	"NCIT:C3020"
<http://purl.obolibrary.org/obo/MONDO_0005027>	"ICD9:345.80"
<http://purl.obolibrary.org/obo/MONDO_0005027>	"ICD9:345"
<http://purl.obolibrary.org/obo/MONDO_0005027>	"NIFSTD:birnlex_12718"
<http://purl.obolibrary.org/obo/MONDO_0005027>	"ICD9:345.8"
<http://purl.obolibrary.org/obo/MONDO_0005027>	"EFO:0000474"
<http://purl.obolibrary.org/obo/MONDO_0005027>	"ICD9:345.91"
<http://purl.obolibrary.org/obo/MONDO_0001407>	"SCTID:363432004"
<http://purl.obolibrary.org/obo/MONDO_0001407>	"NCIT:C9346"
<http://purl.obolibrary.org/obo/MONDO_0001407>	"ICD10CM:C33"
<http://purl.obolibrary.org/obo/MONDO_0001407>	"UMLS:C0153489"
<http://purl.obolibrary.org/obo/MONDO_0001407>	"ICD9:162.0"
<http://purl.obolibrary.org/obo/MONDO_0001407>	"DOID:11920"
<http://purl.obolibrary.org/obo/MONDO_0019956>	"DOID:9588"
<http://purl.obolibrary.org/obo/MONDO_0019956>	"Orphanet:97275"
<http://purl.obolibrary.org/obo/MONDO_0019956>	"ICD9:323.9"
<http://purl.obolibrary.org/obo/MONDO_0019956>	"GARD:19357"
<http://purl.obolibrary.org/obo/MONDO_0019956>	"UMLS:C0014038"
<http://purl.obolibrary.org/obo/MONDO_0019956>	"ICD9:323.8"
<http://purl.obolibrary.org/obo/MONDO_0019956>	"ICD10CM:A85"
<http://purl.obolibrary.org/obo/MONDO_0019956>	"SCTID:45170000"
<http://purl.obolibrary.org/obo/MONDO_0019956>	"NCIT:C26760"
<http://purl.obolibrary.org/obo/MONDO_0019956>	"ICD9:323.0"
<http://purl.obolibrary.org/obo/MONDO_0019956>	"MedDRA:10014581"
<http://purl.obolibrary.org/obo/MONDO_0019956>	"MESH:D004660"
<http://purl.obolibrary.org/obo/MONDO_0005071>	"DOID:863"
<http://purl.obolibrary.org/obo/MONDO_0005071>	"ICD9:349.9"
<http://purl.obolibrary.org/obo/MONDO_0005071>	"ICD10CM:G00-G99"
<http://purl.obolibrary.org/obo/MONDO_0005071>	"EFO:0000618"
<http://purl.obolibrary.org/obo/MONDO_0005071>	"MESH:D009422"
<http://purl.obolibrary.org/obo/MONDO_0005071>	"ICD9:349.89"
<http://purl.obolibrary.org/obo/MONDO_0005071>	"UMLS:C0027765"
<http://purl.obolibrary.org/obo/MONDO_0005071>	"Wikipedia:Nervous_system_disease"
<http://purl.obolibrary.org/obo/MONDO_0005071>	"NCIT:C26835"
<http://purl.obolibrary.org/obo/MONDO_0005071>	"SCTID:118940003"
<http://purl.obolibrary.org/obo/MONDO_0002108>	"DOID:1781"
<http://purl.obolibrary.org/obo/MONDO_0002108>	"ICD9:193"
<http://purl.obolibrary.org/obo/MONDO_0002108>	"UMLS:C0007115"
<http://purl.obolibrary.org/obo/MONDO_0002108>	"SCTID:363478007"
<http://purl.obolibrary.org/obo/MONDO_0002108>	"NCIT:C7510"
<http://purl.obolibrary.org/obo/MONDO_0021960>	"NCIT:C78666"
<http://purl.obolibrary.org/obo/MONDO_0021960>	"UMLS:C0041959"
<http://purl.obolibrary.org/obo/MONDO_0021960>	"SCTID:111405003"
<http://purl.obolibrary.org/obo/MONDO_0021238>	"NCIT:C4361"
<http://purl.obolibrary.org/obo/MONDO_0021238>	"UMLS:C0339304"
<http://purl.obolibrary.org/obo/MONDO_0024497>	"NCIT:C14158"
<http://purl.obolibrary.org/obo/MONDO_0002848>	"DOID:4044"
<http://purl.obolibrary.org/obo/MONDO_0002848>	"UMLS:C1335971"
<http://purl.obolibrary.org/obo/MONDO_0002848>	"SCTID:699955004"
<http://purl.obolibrary.org/obo/MONDO_0002848>	"ICD9:239.2"
<http://purl.obolibrary.org/obo/MONDO_0002848>	"NCIT:C6514"
<http://purl.obolibrary.org/obo/MONDO_0001187>	"UMLS:C0005684"
<http://purl.obolibrary.org/obo/MONDO_0001187>	"ICD9:188.9"
<http://purl.obolibrary.org/obo/MONDO_0001187>	"ICD9:188.8"
<http://purl.obolibrary.org/obo/MONDO_0001187>	"DOID:11054"
<http://purl.obolibrary.org/obo/MONDO_0001187>	"NCIT:C9334"
<http://purl.obolibrary.org/obo/MONDO_0001187>	"Orphanet:157980"
<http://purl.obolibrary.org/obo/MONDO_0001187>	"OMIM:109800"
<http://purl.obolibrary.org/obo/MONDO_0001187>	"SCTID:399326009"
<http://purl.obolibrary.org/obo/MONDO_0001187>	"ICD9:188"
<http://purl.obolibrary.org/obo/MONDO_0024623>	"NCIT:C118420"
<http://purl.obolibrary.org/obo/MONDO_0024623>	"ICD9:478.19"
<http://purl.obolibrary.org/obo/MONDO_0024623>	"SCTID:232208008"
<http://purl.obolibrary.org/obo/MONDO_0024623>	"UMLS:C0395797"
<http://purl.obolibrary.org/obo/MONDO_0024623>	"MESH:D010038"
<http://purl.obolibrary.org/obo/MONDO_0024623>	"UMLS:C0029896"
<http://purl.obolibrary.org/obo/MONDO_0005549>	"ICDO:8312/3"
<http://purl.obolibrary.org/obo/MONDO_0005549>	"ICDO:8311/1"
<http://purl.obolibrary.org/obo/MONDO_0005549>	"EFO:0005708"
<http://purl.obolibrary.org/obo/MONDO_0005549>	"NCIT:C9385"
<http://purl.obolibrary.org/obo/MONDO_0003210>	"EFO:1001961"
<http://purl.obolibrary.org/obo/MONDO_0003210>	"SCTID:109842005"
<http://purl.obolibrary.org/obo/MONDO_0003210>	"ONCOTREE:IHCH"
<http://purl.obolibrary.org/obo/MONDO_0003210>	"NCIT:C35417"
<http://purl.obolibrary.org/obo/MONDO_0003210>	"DOID:4928"
<http://purl.obolibrary.org/obo/MONDO_0003210>	"UMLS:C0345905"
<http://purl.obolibrary.org/obo/MONDO_0021058>	"NCIT:C54705"
<http://purl.obolibrary.org/obo/MONDO_0005275>	"DOID:850"
<http://purl.obolibrary.org/obo/MONDO_0005275>	"ICD9:518.89"
<http://purl.obolibrary.org/obo/MONDO_0005275>	"MESH:D008171"
<http://purl.obolibrary.org/obo/MONDO_0005275>	"SCTID:19829001"
<http://purl.obolibrary.org/obo/MONDO_0005275>	"NCIT:C3198"
<http://purl.obolibrary.org/obo/MONDO_0005275>	"EFO:0003818"
<http://purl.obolibrary.org/obo/MONDO_0037792>	"SCTID:20957000"
<http://purl.obolibrary.org/obo/MONDO_0018882>	"MESH:D014657"
<http://purl.obolibrary.org/obo/MONDO_0018882>	"SCTID:31996006"
<http://purl.obolibrary.org/obo/MONDO_0018882>	"EFO:0006803"
<http://purl.obolibrary.org/obo/MONDO_0018882>	"MedDRA:10036023"
<http://purl.obolibrary.org/obo/MONDO_0018882>	"GARD:18844"
<http://purl.obolibrary.org/obo/MONDO_0018882>	"UMLS:C0042384"
<http://purl.obolibrary.org/obo/MONDO_0018882>	"Orphanet:52759"
<http://purl.obolibrary.org/obo/MONDO_0018882>	"Wikipedia:Vasculitis"
<http://purl.obolibrary.org/obo/MONDO_0018882>	"DOID:865"
<http://purl.obolibrary.org/obo/MONDO_0018882>	"MedDRA:10047115"
<http://purl.obolibrary.org/obo/MONDO_0018882>	"NCIT:C26912"
<http://purl.obolibrary.org/obo/MONDO_0018882>	"Orphanet:280369"
<http://purl.obolibrary.org/obo/MONDO_0004126>	"HP:0100646"
<http://purl.obolibrary.org/obo/MONDO_0004126>	"UMLS:C0040147"
<http://purl.obolibrary.org/obo/MONDO_0004126>	"ICD9:245"
<http://purl.obolibrary.org/obo/MONDO_0004126>	"NCIT:C26894"
<http://purl.obolibrary.org/obo/MONDO_0004126>	"MESH:D013966"
<http://purl.obolibrary.org/obo/MONDO_0004126>	"SCTID:82119001"
<http://purl.obolibrary.org/obo/MONDO_0004126>	"ICD9:245.9"
<http://purl.obolibrary.org/obo/MONDO_0004126>	"DOID:7166"
<http://purl.obolibrary.org/obo/MONDO_0001173>	"DOID:10973"
<http://purl.obolibrary.org/obo/MONDO_0001173>	"ICD10CM:N70.01"
<http://purl.obolibrary.org/obo/MONDO_0001173>	"SCTID:8912009"
<http://purl.obolibrary.org/obo/MONDO_0001173>	"NCIT:C40120"
<http://purl.obolibrary.org/obo/MONDO_0001173>	"UMLS:C0269038"
<http://purl.obolibrary.org/obo/MONDO_0001593>	"MESH:D012002"
<http://purl.obolibrary.org/obo/MONDO_0001593>	"ICD9:569.49"
<http://purl.obolibrary.org/obo/MONDO_0001593>	"DOID:1285"
<http://purl.obolibrary.org/obo/MONDO_0001593>	"SCTID:5964004"
<http://purl.obolibrary.org/obo/MONDO_0001593>	"UMLS:C0034882"
<http://purl.obolibrary.org/obo/MONDO_0002235>	"SCTID:278697001"
<http://purl.obolibrary.org/obo/MONDO_0002235>	"UMLS:C0015424"
<http://purl.obolibrary.org/obo/MONDO_0002235>	"Orphanet:98580"
<http://purl.obolibrary.org/obo/MONDO_0002235>	"NCIT:C3031"
<http://purl.obolibrary.org/obo/MONDO_0002235>	"DOID:2173"
<http://purl.obolibrary.org/obo/MONDO_0002235>	"MESH:D005142"
<http://purl.obolibrary.org/obo/MONDO_0002235>	"EFO:1000934"
<http://purl.obolibrary.org/obo/MONDO_0021223>	"EFO:0008549"
<http://purl.obolibrary.org/obo/MONDO_0021223>	"MESH:D005770"
<http://purl.obolibrary.org/obo/MONDO_0021223>	"NCIT:C3052"
<http://purl.obolibrary.org/obo/MONDO_0004934>	"UMLS:C0031111"
<http://purl.obolibrary.org/obo/MONDO_0004934>	"MESH:D010522"
<http://purl.obolibrary.org/obo/MONDO_0004934>	"NCIT:C13184"
<http://purl.obolibrary.org/obo/MONDO_0004934>	"DOID:9957"
<http://purl.obolibrary.org/obo/MONDO_0004934>	"SCTID:41910004"
<http://purl.obolibrary.org/obo/MONDO_0004934>	"HP:0040165"
<http://purl.obolibrary.org/obo/MONDO_0006170>	"DOID:4251"
<http://purl.obolibrary.org/obo/MONDO_0006170>	"ICD10CM:H10-H11"
<http://purl.obolibrary.org/obo/MONDO_0006170>	"EFO:1000203"
<http://purl.obolibrary.org/obo/MONDO_0006170>	"NCIT:C27605"
<http://purl.obolibrary.org/obo/MONDO_0002039>	"SCTID:443265004"
<http://purl.obolibrary.org/obo/MONDO_0002039>	"NCIT:C92196"
<http://purl.obolibrary.org/obo/MONDO_0002039>	"DOID:1561"
<http://purl.obolibrary.org/obo/MONDO_0002039>	"EFO:1001457"
<http://purl.obolibrary.org/obo/MONDO_0002039>	"MESH:D019965"
<http://purl.obolibrary.org/obo/MONDO_0002039>	"ICD9:294.9"
<http://purl.obolibrary.org/obo/MONDO_0002039>	"DOID:0080832"
<http://purl.obolibrary.org/obo/MONDO_0005381>	"ICD9:731.8"
<http://purl.obolibrary.org/obo/MONDO_0005381>	"EFO:0004260"
<http://purl.obolibrary.org/obo/MONDO_0005381>	"SCTID:76069003"
<http://purl.obolibrary.org/obo/MONDO_0005381>	"UMLS:CN204768"
<http://purl.obolibrary.org/obo/MONDO_0005381>	"ICD9:733.99"
<http://purl.obolibrary.org/obo/MONDO_0005381>	"MESH:D001847"
<http://purl.obolibrary.org/obo/MONDO_0005381>	"DOID:0080001"
<http://purl.obolibrary.org/obo/MONDO_0005381>	"ICD10CM:M80-M85"
<http://purl.obolibrary.org/obo/MONDO_0005381>	"UMLS:C0005940"
<http://purl.obolibrary.org/obo/MONDO_0005381>	"Orphanet:364803"
<http://purl.obolibrary.org/obo/MONDO_0002149>	"DOID:193"
<http://purl.obolibrary.org/obo/MONDO_0002149>	"NCIT:C36076"
<http://purl.obolibrary.org/obo/MONDO_0002149>	"UMLS:C1334618"
<http://purl.obolibrary.org/obo/MONDO_0021634>	"NCIT:C7342"
<http://purl.obolibrary.org/obo/MONDO_0021634>	"UMLS:C0345976"
<http://purl.obolibrary.org/obo/MONDO_0004466>	"DOID:8117"
<http://purl.obolibrary.org/obo/MONDO_0004466>	"NCIT:C34847"
<http://purl.obolibrary.org/obo/MONDO_0004466>	"UMLS:C0027881"
<http://purl.obolibrary.org/obo/MONDO_0002652>	"SCTID:423607006"
<http://purl.obolibrary.org/obo/MONDO_0002652>	"NCIT:C5600"
<http://purl.obolibrary.org/obo/MONDO_0002652>	"DOID:3447"
<http://purl.obolibrary.org/obo/MONDO_0002652>	"UMLS:C1332257"
<http://purl.obolibrary.org/obo/MONDO_0003008>	"MESH:C536851"
<http://purl.obolibrary.org/obo/MONDO_0003008>	"DOID:4455"
<http://purl.obolibrary.org/obo/MONDO_0003008>	"SCTID:717736007"
<http://purl.obolibrary.org/obo/MONDO_0003008>	"NCIT:C39789"
<http://purl.obolibrary.org/obo/MONDO_0004982>	"NCIT:C3306"
<http://purl.obolibrary.org/obo/MONDO_0004982>	"DOID:4989"
<http://purl.obolibrary.org/obo/MONDO_0004982>	"SCTID:75694006"
<http://purl.obolibrary.org/obo/MONDO_0004982>	"EFO:0000278"
<http://purl.obolibrary.org/obo/MONDO_0004982>	"MESH:D010195"
<http://purl.obolibrary.org/obo/MONDO_0004982>	"UMLS:C0030305"
<http://purl.obolibrary.org/obo/MONDO_0037105>	"UMLS:C1708771"
<http://purl.obolibrary.org/obo/MONDO_0037105>	"NCIT:C45636"
<http://purl.obolibrary.org/obo/MONDO_0016105>	"GARD:20359"
<http://purl.obolibrary.org/obo/MONDO_0016105>	"Orphanet:206638"
<http://purl.obolibrary.org/obo/MONDO_0016105>	"UMLS:CN200878"
<http://purl.obolibrary.org/obo/MONDO_0021350>	"ICD10CM:C30-C39"
<http://purl.obolibrary.org/obo/MONDO_0021350>	"NCIT:C3406"
<http://purl.obolibrary.org/obo/MONDO_0021350>	"ICD9:239.89"
<http://purl.obolibrary.org/obo/MONDO_0021350>	"UMLS:C0039981"
<http://purl.obolibrary.org/obo/MONDO_0021350>	"SCTID:255058005"
<http://purl.obolibrary.org/obo/MONDO_0018521>	"GARD:21776"
<http://purl.obolibrary.org/obo/MONDO_0018521>	"UMLS:C2675993"
<http://purl.obolibrary.org/obo/MONDO_0018521>	"Orphanet:424039"
<http://purl.obolibrary.org/obo/MONDO_0018521>	"DOID:0080323"
<http://purl.obolibrary.org/obo/MONDO_0018521>	"NCIT:C173813"
<http://purl.obolibrary.org/obo/MONDO_0006209>	"NCIT:C7075"
<http://purl.obolibrary.org/obo/MONDO_0006209>	"EFO:1000255"
<http://purl.obolibrary.org/obo/MONDO_0004712>	"NCIT:C35620"
<http://purl.obolibrary.org/obo/MONDO_0004712>	"ICD9:054.41"
<http://purl.obolibrary.org/obo/MONDO_0004712>	"UMLS:C0854331"
<http://purl.obolibrary.org/obo/MONDO_0004712>	"MESH:D007617"
<http://purl.obolibrary.org/obo/MONDO_0004712>	"SCTID:186535001"
<http://purl.obolibrary.org/obo/MONDO_0004712>	"ICD10CM:B00.0"
<http://purl.obolibrary.org/obo/MONDO_0004712>	"ICD9:054.0"
<http://purl.obolibrary.org/obo/MONDO_0004712>	"DOID:9123"
<http://purl.obolibrary.org/obo/MONDO_0005496>	"UMLS:C0740277"
<http://purl.obolibrary.org/obo/MONDO_0005496>	"EFO:0005540"
<http://purl.obolibrary.org/obo/MONDO_0005496>	"DOID:4897"
<http://purl.obolibrary.org/obo/MONDO_0005496>	"NCIT:C27814"
<http://purl.obolibrary.org/obo/MONDO_0002887>	"DOID:4138"
<http://purl.obolibrary.org/obo/MONDO_0002887>	"UMLS:C0005395"
<http://purl.obolibrary.org/obo/MONDO_0002887>	"SCTID:118926004"
<http://purl.obolibrary.org/obo/MONDO_0002887>	"NCIT:C96716"
<http://purl.obolibrary.org/obo/MONDO_0002887>	"MESH:D001649"
<http://purl.obolibrary.org/obo/MONDO_0004975>	"ICD9:290.1"
<http://purl.obolibrary.org/obo/MONDO_0004975>	"MESH:D000544"
<http://purl.obolibrary.org/obo/MONDO_0004975>	"SCTID:142811000119104"
<http://purl.obolibrary.org/obo/MONDO_0004975>	"NIFSTD:birnlex_2092"
<http://purl.obolibrary.org/obo/MONDO_0004975>	"ICD10CM:G30"
<http://purl.obolibrary.org/obo/MONDO_0004975>	"HP:0002511"
<http://purl.obolibrary.org/obo/MONDO_0004975>	"Orphanet:238616"
<http://purl.obolibrary.org/obo/MONDO_0004975>	"NCIT:C2866"
<http://purl.obolibrary.org/obo/MONDO_0004975>	"UMLS:C0002395"
<http://purl.obolibrary.org/obo/MONDO_0004975>	"ICD9:331.0"
<http://purl.obolibrary.org/obo/MONDO_0004975>	"EFO:0000249"
<http://purl.obolibrary.org/obo/MONDO_0004975>	"DOID:10652"
<http://purl.obolibrary.org/obo/MONDO_0005110>	"EFO:0000767"
<http://purl.obolibrary.org/obo/MONDO_0005110>	"NCIT:C53654"
<http://purl.obolibrary.org/obo/MONDO_0024650>	"ICD9:733.09"
<http://purl.obolibrary.org/obo/MONDO_0024650>	"SCTID:14651005"
<http://purl.obolibrary.org/obo/MONDO_0024664>	"NCIT:C9243"
<http://purl.obolibrary.org/obo/MONDO_0024664>	"MESH:D046110"
<http://purl.obolibrary.org/obo/MONDO_0024664>	"SCTID:48194001"
<http://purl.obolibrary.org/obo/MONDO_0043885>	"NCIT:C45372"
<http://purl.obolibrary.org/obo/MONDO_0043885>	"SCTID:128351009"
<http://purl.obolibrary.org/obo/MONDO_0043885>	"UMLS:C0015403"
<http://purl.obolibrary.org/obo/MONDO_0043885>	"MESH:D015817"
<http://purl.obolibrary.org/obo/MONDO_0001889>	"SCTID:37102008"
<http://purl.obolibrary.org/obo/MONDO_0001889>	"ICD9:256.39"
<http://purl.obolibrary.org/obo/MONDO_0001889>	"ICD9:256.9"
<http://purl.obolibrary.org/obo/MONDO_0001889>	"NCIT:C113351"
<http://purl.obolibrary.org/obo/MONDO_0001889>	"ICD9:256.3"
<http://purl.obolibrary.org/obo/MONDO_0001889>	"ICD10CM:E28"
<http://purl.obolibrary.org/obo/MONDO_0001889>	"DOID:1414"
<http://purl.obolibrary.org/obo/MONDO_0001889>	"EFO:0009003"
<http://purl.obolibrary.org/obo/MONDO_0001889>	"ICD9:256.8"
<http://purl.obolibrary.org/obo/MONDO_0005387>	"SCTID:65846009"
<http://purl.obolibrary.org/obo/MONDO_0005387>	"Orphanet:619"
<http://purl.obolibrary.org/obo/MONDO_0005387>	"NCIT:C113352"
<http://purl.obolibrary.org/obo/MONDO_0005387>	"ICD10CM:E28.3"
<http://purl.obolibrary.org/obo/MONDO_0005387>	"MESH:D016649"
<http://purl.obolibrary.org/obo/MONDO_0005387>	"EFO:0004266"
<http://purl.obolibrary.org/obo/MONDO_0005387>	"ICD9:253.4"
<http://purl.obolibrary.org/obo/MONDO_0005387>	"ICD9:256.39"
<http://purl.obolibrary.org/obo/MONDO_0005387>	"UMLS:C0085215"
<http://purl.obolibrary.org/obo/MONDO_0005387>	"DOID:5426"
<http://purl.obolibrary.org/obo/MONDO_0005387>	"SCTID:370999003"
<http://purl.obolibrary.org/obo/MONDO_0006975>	"MESH:D018235"
<http://purl.obolibrary.org/obo/MONDO_0006975>	"DOID:4310"
<http://purl.obolibrary.org/obo/MONDO_0006975>	"NCIT:C3751"
<http://purl.obolibrary.org/obo/MONDO_0006975>	"EFO:1001185"
<http://purl.obolibrary.org/obo/MONDO_0006975>	"UMLS:C0206658"
<http://purl.obolibrary.org/obo/MONDO_0021167>	"SCTID:128496001"
<http://purl.obolibrary.org/obo/MONDO_0021167>	"EFO:0000783"
<http://purl.obolibrary.org/obo/MONDO_0021167>	"MESH:D009220"
<http://purl.obolibrary.org/obo/MONDO_0021167>	"DOID:633"
<http://purl.obolibrary.org/obo/MONDO_0021167>	"ICD9:728.9"
<http://purl.obolibrary.org/obo/MONDO_0021167>	"NCIT:C27578"
<http://purl.obolibrary.org/obo/MONDO_0020068>	"ICD9:323.6"
<http://purl.obolibrary.org/obo/MONDO_0020068>	"MedDRA:10057235"
<http://purl.obolibrary.org/obo/MONDO_0020068>	"UMLS:C0393459"
<http://purl.obolibrary.org/obo/MONDO_0020068>	"SCTID:192727001"
<http://purl.obolibrary.org/obo/MONDO_0020068>	"Orphanet:98253"
<http://purl.obolibrary.org/obo/MONDO_0020068>	"DOID:10993"
<http://purl.obolibrary.org/obo/MONDO_0002269>	"NCIT:C34632"
<http://purl.obolibrary.org/obo/MONDO_0002269>	"EFO:1001463"
<http://purl.obolibrary.org/obo/MONDO_0002269>	"SCTID:25374005"
<http://purl.obolibrary.org/obo/MONDO_0002269>	"DOID:2326"
<http://purl.obolibrary.org/obo/MONDO_0002269>	"UMLS:C0017160"
<http://purl.obolibrary.org/obo/MONDO_0002269>	"ICD9:558.9"
<http://purl.obolibrary.org/obo/MONDO_0002269>	"MESH:D005759"
<http://purl.obolibrary.org/obo/MONDO_0015073>	"Orphanet:100086"
<http://purl.obolibrary.org/obo/MONDO_0015073>	"GARD:19761"
<http://purl.obolibrary.org/obo/MONDO_0015073>	"NCIT:C96918"
<http://purl.obolibrary.org/obo/MONDO_0002545>	"UMLS:C0037928"
<http://purl.obolibrary.org/obo/MONDO_0002545>	"ICD9:336.9"
<http://purl.obolibrary.org/obo/MONDO_0002545>	"DOID:319"
<http://purl.obolibrary.org/obo/MONDO_0002545>	"ICD9:336.8"
<http://purl.obolibrary.org/obo/MONDO_0002545>	"NCIT:C97110"
<http://purl.obolibrary.org/obo/MONDO_0002545>	"SCTID:48522003"
<http://purl.obolibrary.org/obo/MONDO_0002545>	"MESH:D013118"
<http://purl.obolibrary.org/obo/MONDO_0018202>	"GARD:21554"
<http://purl.obolibrary.org/obo/MONDO_0018202>	"Orphanet:363582"
<http://purl.obolibrary.org/obo/MONDO_0001487>	"DOID:12298"
<http://purl.obolibrary.org/obo/MONDO_0001487>	"UMLS:C0546835"
<http://purl.obolibrary.org/obo/MONDO_0001487>	"ICD9:155.1"
<http://purl.obolibrary.org/obo/MONDO_0001487>	"SCTID:187777008"
<http://purl.obolibrary.org/obo/MONDO_0002120>	"NCIT:C3773"
<http://purl.obolibrary.org/obo/MONDO_0002120>	"MESH:D018278"
<http://purl.obolibrary.org/obo/MONDO_0002120>	"UMLS:C0206695"
<http://purl.obolibrary.org/obo/MONDO_0002120>	"SCTID:253000007"
<http://purl.obolibrary.org/obo/MONDO_0002120>	"DOID:1800"
<http://purl.obolibrary.org/obo/MONDO_0002120>	"ICDO:8246/3"
<http://purl.obolibrary.org/obo/MONDO_0006704>	"MESH:D020278"
<http://purl.obolibrary.org/obo/MONDO_0006704>	"EFO:1000870"
<http://purl.obolibrary.org/obo/MONDO_0003646>	"GARD:19756"
<http://purl.obolibrary.org/obo/MONDO_0003646>	"NCIT:C5698"
<http://purl.obolibrary.org/obo/MONDO_0003646>	"DOID:5777"
<http://purl.obolibrary.org/obo/MONDO_0003646>	"Orphanet:100081"
<http://purl.obolibrary.org/obo/MONDO_0020947>	"SCTID:312418006"
<http://purl.obolibrary.org/obo/MONDO_0020947>	"ICD9:136.9"
<http://purl.obolibrary.org/obo/MONDO_0020947>	"UMLS:C0015406"
<http://purl.obolibrary.org/obo/MONDO_0020947>	"MESH:D015822"
<http://purl.obolibrary.org/obo/MONDO_0002436>	"UMLS:C0028432"
<http://purl.obolibrary.org/obo/MONDO_0002436>	"SCTID:89488007"
<http://purl.obolibrary.org/obo/MONDO_0002436>	"MESH:D009668"
<http://purl.obolibrary.org/obo/MONDO_0002436>	"ICD9:478.19"
<http://purl.obolibrary.org/obo/MONDO_0002436>	"DOID:2825"
<http://purl.obolibrary.org/obo/MONDO_0000941>	"SCTID:1112003"
<http://purl.obolibrary.org/obo/MONDO_0000941>	"ICD9:374.50"
<http://purl.obolibrary.org/obo/MONDO_0000941>	"DOID:10120"
<http://purl.obolibrary.org/obo/MONDO_0000941>	"UMLS:C0155209"
<http://purl.obolibrary.org/obo/MONDO_0003193>	"NCIT:C27813"
<http://purl.obolibrary.org/obo/MONDO_0003193>	"DOID:4896"
<http://purl.obolibrary.org/obo/MONDO_0003193>	"UMLS:C1370800"
<http://purl.obolibrary.org/obo/MONDO_0019052>	"Orphanet:68367"
<http://purl.obolibrary.org/obo/MONDO_0019052>	"DOID:655"
<http://purl.obolibrary.org/obo/MONDO_0019052>	"UMLS:C0025521"
<http://purl.obolibrary.org/obo/MONDO_0019052>	"GARD:22508"
<http://purl.obolibrary.org/obo/MONDO_0019052>	"NCIT:C34816"
<http://purl.obolibrary.org/obo/MONDO_0019052>	"MedDRA:10058097"
<http://purl.obolibrary.org/obo/MONDO_0019052>	"MedDRA:10062018"
<http://purl.obolibrary.org/obo/MONDO_0019052>	"SCTID:86095007"
<http://purl.obolibrary.org/obo/MONDO_0019052>	"MESH:D008661"
<http://purl.obolibrary.org/obo/MONDO_0005151>	"NCIT:C3009"
<http://purl.obolibrary.org/obo/MONDO_0005151>	"SCTID:362969004"
<http://purl.obolibrary.org/obo/MONDO_0005151>	"UMLS:C0014130"
<http://purl.obolibrary.org/obo/MONDO_0005151>	"EFO:0001379"
<http://purl.obolibrary.org/obo/MONDO_0005151>	"DOID:28"
<http://purl.obolibrary.org/obo/MONDO_0005151>	"MESH:D004700"
<http://purl.obolibrary.org/obo/MONDO_0005151>	"ICD9:259.8"
<http://purl.obolibrary.org/obo/MONDO_0005151>	"ICD9:259.9"
<http://purl.obolibrary.org/obo/MONDO_0003490>	"DOID:5527"
<http://purl.obolibrary.org/obo/MONDO_0003490>	"UMLS:C1332251"
<http://purl.obolibrary.org/obo/MONDO_0003490>	"NCIT:C27417"
<http://purl.obolibrary.org/obo/MONDO_0005233>	"Orphanet:488201"
<http://purl.obolibrary.org/obo/MONDO_0005233>	"EFO:0003060"
<http://purl.obolibrary.org/obo/MONDO_0005233>	"HP:0030358"
